message,spam,transformed_text,num_characters,lem_num_characters,num_sentence
You have won a guaranteed å£200 award or even å£1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP,1,guaranteed award even cashto claim ur award call free stop getstop php,133,12,1
Reply to win å£100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service,1,reply win weekly fifa world cup held send stop end service,104,11,1
Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm,1,urgent please call landline abta complimentary tenerife holiday cash await collection sae c box cw wx ppm,153,17,1
Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,1,free tone hope enjoyed new content text stop unsubscribe help p provided tone co uk,129,15,1
TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...,1,themob yo yo yo come new selection hot downloads member get free click open next link sent ur fone,143,19,1
Great News! Call FREEFONE 08006344447 to claim your guaranteed å£1000 CASH or å£2000 gift. Speak to a live operator NOW!,1,great news call freefone claim guaranteed cash gift speak live operator,120,11,1
"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription",1,u win music gift voucher every week starting txt word draw tscs www ldew com skillgame winaweek age ppermesssubscription,158,19,1
"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!",1,call use ur min call cast p min mob vary service provided aom gbp month aom box er u stop age,152,21,1
"URGENT! Your mobile No *********** WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm",1,urgent mobile bonus caller prize nd attempt reach call asap box n qp ppm,159,14,1
"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p ",1,eerie nokia tone u rply tone title eg tone dracula title ghost addamsfa munsters exorcist twilight www getzed co uk pobox w wq p,162,24,1
Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.,1,sexy single waiting text age followed gender wither f e g f gay men text age followed g e g g,149,21,1
"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop",1,freemsg claim ur sm message text ok use web mobile ur mate etc join txt com p wk c box la wu remove txtx stop,161,25,1
85233 FREE>Ringtone!Reply REAL,1,free ringtone reply real,30,4,1
Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50,1,well done england get official poly ringtone colour flag yer mobile text tone flag opt txt eng stop box w wx,156,21,1
"Final Chance! Claim ur å£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Subs 16",1,final chance claim ur worth discount voucher today text yes savamob member offer mobile c savamob pobox uz sub,161,19,1
"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE",1,sm service inclusive text credit pls goto www comuk net login unsubscribe stop extra charge help po box ip,159,19,1
You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,1,winner specially selected receive cash award speak live operator claim call pm cost p,159,14,1
"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",1,sunshine hols claim ur med holiday send stamped self address envelope drink u uk po box bray wicklow eire quiz start saturday unsub stop,161,24,1
"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",1,u win music gift voucher every week starting txt word draw tscs www idew com skillgame winaweek age ppermesssubscription,160,19,1
Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,1,b u voucher w c marsms log onto www b utele com discount credit opt reply stop customer care call,137,20,1
FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts,1,freemsg hey buffy love satisfy men home alone feeling randy reply c pix qlynnbv help p msg send stop stop txts,154,21,1
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,1,free st week nokia tone ur mob every week txt nokia get txting tell ur mate zed pobox w wq norm p tone,147,23,1
FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,1,free camera phone linerental month cross ntwk min price txt bundle deal also avble call call optout j mf,152,19,1
"URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",1,urgent mobile xxxxxxxxx bonus caller prize nd attempt reach call asap box n qp ppm,159,15,1
"URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",1,urgent costa del sol holiday await collection call toclaim sae tc pobox stockport sk xh cost pm max min,161,19,1
You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,1,guaranteed cash prize claim yr prize call customer service representative pm cost p,156,13,1
"Thanks for your ringtone order, ref number K718. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069120",1,thanks ringtone order ref number k mobile charged tone arrive please call customer service,157,14,1
"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!",1,hi ya babe x u goten bout scammer getting smart though regular vodafone respond get prem rate msg subscription no used also beware,181,23,1
Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls å£1/minMobsmoreLKPOBOX177HP51FL,1,back work morro half term u c nite sexy passion b go back chat luv dena call minmobsmorelkpobox hp fl,160,20,1
"Thanks for your ringtone order, ref number R836. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069154",1,thanks ringtone order ref number r mobile charged tone arrive please call customer service,157,14,1
SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,1,splashmobile choose gr tone wk subscrition service weekly tone costing p u one credit kick back enjoy,155,17,1
Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,1,heard u call rude chat private line cum wan c pic gettin shagged text pix end send stop sam xxx,160,20,1
<Forwarded from 88877>FREE entry into our å£250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,1,forwarded free entry weekly comp send word enter c www textcomp com,122,12,1
88066 FROM 88066 LOST 3POUND HELP,1,lost pound help,33,3,1
Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,1,mobile mths update free orange latest colour camera mobile unlimited weekend call call mobile upd freefone stoptx,159,17,1
You have 1 new message. Please call 08718738034.,1,new message please call,48,4,1
<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,1,forwarded hi mailbox messaging sm alert message match please call back retrieve message match,183,14,1
Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP Arrow,1,moby pub quiz win high street prize u know new duchess cornwall txt first name unsub stop sp arrow,162,19,1
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ ,1,nokia get win free auction take part send nokia hg suite land row w jhl,151,15,1
"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",1,congratulation thanks good friend u xmas prize claim easy call p per minute bt national rate,158,16,1
"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..",1,tddnewsletter emc co uk game thedailydraw dear helen dozen free game great prizeswith,114,13,1
"URGENT! Your mobile number *************** WON a å£2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",1,urgent mobile number bonus caller prize nd attempt reach call asap box n qp ppm,167,15,1
Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D,1,double min txts orange price linerental motorola sonyericsson b tooth free nokia free call mobileupd optout hv,160,17,1
"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 å£3 ",1,download many ringtones u like restriction choose u even send yr buddy txt sir,120,14,1
Please CALL 08712402902 immediately as there is an urgent message waiting for you.,1,please call immediately urgent message waiting,82,6,1
"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",1,spook mob halloween collection logo pic message plus free eerie tone txt card spook zed p per logo pic,149,19,1
"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",1,fantasy football back tv go sky gamestar sky active play k dream team scoring start saturday register sky opt,162,19,1
Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,1,tone club sub expired sub reply monoc mono polyc polys weekly p per week txt stop stop msg free stream,158,20,1
XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,1,xmas prize draw trying contact u today draw show prize guaranteed call land line valid hr,158,16,1
YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,1,yes place town meet exciting adult single uk txt chat p msg,109,12,1
"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",1,someone contacted dating service entered phone becausethey fancy find call landline pobox w rg p,161,15,1
Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),1,babe u want dont u baby im nasty thing filthyguys fancy rude time sexy bitch go slo n hard txt xxx slo msg,152,23,1
SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,1,sm service inclusive text credit pls gotto www comuk net login qxj unsubscribe stop extra charge help comuk cm ae,152,20,1
Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,1,valentine day special win quiz take partner trip lifetime send go p msg rcvd custcare,158,15,1
Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,1,guess first time created web page www asjesus com read wrote waiting opinion want friend,152,15,1
"For ur chance to win å£250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.",1,ur chance win cash every wk txt play c www music trivia net custcare x p wk,122,17,1
"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",1,sppok ur mob halloween collection nokia logo pic message plus free eerie tone txt card spook,116,16,1
"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",1,urgent call landline complementary tenerife holiday cash await collection sae c po box wa px ppm sender hol offer,168,19,1
WINNER! As a valued network customer you hvae been selected to receive a å£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,1,winner valued network customer hvae selected receive reward collect call valid hour acl pm,150,14,1
U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,1,u nokia plus free digital camera u get u win free auction take part send nokia pobox tcr w,158,19,1
FREE entry into our å£250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,1,free entry weekly comp send word win c www txttowin co uk,100,12,1
"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",1,text get ringtones logo game www txt com question info txt co uk,101,13,1
"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",1,freemsg awarded free mini digital camera reply snap collect prize quizclub opt stop p wk sp rwm ph,156,18,1
This message is brought to you by GMW Ltd. and is not connected to the,1,message brought gmw ltd connected,70,5,1
"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",1,congrats mobile g videophones r call videochat wid ur mate play java game dload polyph music noline rentl bx ip p,160,21,1
Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,1,next amazing xxx picsfree video sent enjoy one vid enough day text back keyword picsfree get next video,153,18,1
U are subscribed to the best Mobile Content Service in the UK for å£3 per ten days until you send STOP to 83435. Helpline 08706091795.,1,u subscribed best mobile content service uk per ten day send stop helpline,134,13,1
"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs å£1.50 each",1,free tarot text find love life try free text chance free msg,131,12,1
Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,1,join uk horniest dogging service u sex nite sign follow instruction txt entry nyt ec lp msg p,153,18,1
Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a å£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopå£1.50/week,1,knock knock txt whose enter r weekly draw gift voucher store yr choice c www tkls com age stoptxtstop week,156,20,1
<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,1,forwarded hi mailbox messaging sm alert match please call back retrieve message match cc p min,173,16,1
"FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only å£1.50/wk.""",1,free ring tone text polys every week get new tone yr wk,109,12,1
"URGENT! Your mobile No 077xxx WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",1,urgent mobile xxx bonus caller prize nd attempt reach call asap box n qp ppm,154,15,1
"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",1,guaranteed latest nokia phone gb ipod mp player prize txt word collect ibhltd ldnw h p mtmsgrcvd,147,17,1
"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",1,hello darling today would love chat dont tell look like sexy,130,11,1
8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,1,free st week nokia tone ur mob every week txt nokia get txting tell ur mate www getzed co uk pobox w wq norm p tone,165,26,1
Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp å£1.50/msg,1,wanna get laid nite want real dogging location sent direct ur mobile join uk largest dogging network txt park nyt ec lp msg,163,24,1
we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,1,tried contact response offer new nokia fone camcorder hit reply call delivery,130,12,1
"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",1,new tone week include mcfly ab sara jorge shock smith switch order follow instruction next message,136,16,1
URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,1,urgent trying contact u today draw show prize guaranteed call land line claim c valid hr,158,16,1
sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p ,1,sport fan get latest sport news str ur mobile wk free plus free tone txt sport www getzed co uk norm txt p,153,23,1
"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",1,urgent urgent free flight europe give away call b th sept take friend free call claim ba nnfwfly ppm,158,19,1
FROM 88066 LOST å£12 HELP,1,lost help,25,2,1
FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,1,freemsg fancy flirt reply date join uk fastest growing mobile dating service msg rcvd p optout txt stop reply date,156,20,1
Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,1,great new offer double min double txt best orange tariff get latest camera phone free call mobileupd free stoptxt c,160,20,1
Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,1,hope enjoyed new content text stop unsubscribe help p provided tone co uk,118,13,1
Urgent Please call 09066612661 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ ÛÏ,1,urgent please call landline cash luxury canary island holiday await collection c sae award aq ppm,154,16,1
"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or å£1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",1,urgent please call landline complimentary lux costa del sol holiday cash await collection ppm sae c james eh rr,166,19,1
Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,1,married local woman looking discreet action real match instantly phone text match msg cost p stop txt stop bcmsfwc n xx,155,21,1
Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,1,burger king wanna play footy top stadium get burger king st sept go large super coca cola walk winner,141,20,1
How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?,1,come take little time child afraid dark become teenager want stay night,124,12,1
"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",1,ur chance win cash every wk txt action c www movietrivia tv custcare x p wk,124,16,1
UÛªve Bin Awarded å£50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min å£50-å£500. OptOut 08718727870,1,u bin awarded play instant cash call claim every th player win min optout,131,14,1
FreeMsg>FAV XMAS TONES!Reply REAL,1,freemsg fav xmas tone reply real,33,6,1
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,1,december mobile mths entitled update latest colour camera mobile free call mobile update co free,158,15,1
"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",1,gr poly tone mob direct u rply poly title eg poly breathe title crazyin sleepingwith finest ymca getzed co uk pobox w wq p,160,24,1
INTERFLORA - åÒIt's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,1,interflora late order interflora flower christmas call place order midnight tomorrow,137,11,1
ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,1,romcapspam everyone around responding well presence since warm outgoing bringing real breath sunshine,152,13,1
"Congratulations - Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",1,congratulation thanks good friend u xmas prize claim easy call p per minute bt national rate,158,16,1
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,1,send logo ur lover name joined heart txt love name name mobno eg love adam eve yahoo pobox w wq txtno ad p,160,23,1
"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",1,tkts euro cup final cash collect call b pobox ppm,111,10,1
"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply",1,free message jamster get crazy frog sound poly text mad real text mad crazy sound gbp week c apply,157,19,1
"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call",1,chance reality fantasy show call p per min ntt ltd po box croydon cr wb national rate call,151,18,1
Adult 18 Content Your video will be with you shortly,1,adult content video shortly,52,4,1
"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.",1,chance reality fantasy show call p per min ntt ltd po box croydon cr wb national rate call,152,18,1
"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",1,hey boy want hot xxx pic sent direct ur phone txt porn hr free p per day stop text stopbcm sf wc n xx,140,24,1
"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL",1,pdate double min txts orange tariff latest motorola sonyericsson nokia bluetooth free call mobileupd call optout yhl,163,17,1
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,1,ur cash balance currently pound maximize ur cash send cash p msg cc po box tcr w,139,17,1
URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,1,urgent mobile number awarded prize guaranteed call land line claim valid hr,137,12,1
Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,1,sorry u unsubscribe yet mob offer package min term week pls resubmit request expiry reply themob help info,148,18,1
You have 1 new message. Please call 08712400200.,1,new message please call,48,4,1
We currently have a message awaiting your collection. To collect your message just call 08718723815.,1,currently message awaiting collection collect message call,100,7,1
"URGENT! Your mobile was awarded a å£1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",1,urgent mobile awarded bonus caller prize final attempt contact u call,120,11,1
"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",1,ever notice driving anyone going slower idiot everyone driving faster maniac,135,11,1
"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",1,xmas offer latest motorola sonyericsson nokia free bluetooth dvd double min txt orange call mobileupd call optout qf,159,18,1
Reply to win å£100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,1,reply win weekly professional sport tiger wood play send stop end service,107,12,1
No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,1,polyphonic tone ur mob every week txt pt st tone free get txtin tell ur friend p tone reply hl info,147,21,1
This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,1,message free welcome new improved sex dogging club unsubscribe service reply stop msg p,134,14,1
Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,1,update mths half price orange line rental min call mobileupd call optout j q,110,14,1
FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,1,free unlimited hardcore porn direct mobile txt porn get free access hr chrgd p per day txt stop exit msg free,152,21,1
You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,1,unsubscribed service get ton sexy babe hunk straight phone go http gotbabes co uk subscription,141,15,1
"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",1,hi babe jordan r u im home abroad lonely text back u wanna chat xxsp visionsms com text stop stopcost p,147,22,1
Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.,1,get brand new mobile phone agent mob plus load goody info text mat,121,13,1
LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts,1,lord ring return king store reply lotr june chance win lotr soundtrack cd stdtxtrate reply stop end txts,140,18,1
Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412,1,good luck draw take place th feb good luck removal send stop customer service,112,14,1
1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,1,st wk free gr tone str u wk txt nokia classic nokia tone hit polys nokia p poly p,139,19,1
"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.",1,lookatme thanks purchase video clip lookatme charged p think better send video mmsto,156,13,1
sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,1,sexy sexy cum text im wet warm ready porn u fun msg free recd msg p inc vat cancel text stop,144,21,1
This is the 2nd time we have tried to contact u. U have won the å£1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,1,nd time tried contact u u prize claim call b c stop sm ppm,152,14,1
"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.",1,dear voucher holder claim week offer pc please go http www e tlp co uk reward t c apply,114,19,1
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",1,nd time tried contact u u pound prize claim easy call p per min bt national rate,153,17,1
